GEO,Bases,Downloads,Instrument_model,Library_layout,Library_strategy,Organism,Organization,SRA,Source,Title,Sample_characteristics,Tissue,Public_Time,Submission_Time,Pubmed,Authors,Ftp,Md5,Bisulfite_conversion_rate
GSM3603424,14.9M,7.3Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579303,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c40,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/003/SRR8579303/SRR8579303.fastq.gz,7e750bbcd9f2be759649c1fb6a22a20c,N
GSM3603425,12.3M,5.6Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579304,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c41,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/004/SRR8579304/SRR8579304.fastq.gz,aa60e79b817634fc92deaa1d849e0e59,N
GSM3603426,11.4M,5.4Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579305,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c42,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/005/SRR8579305/SRR8579305.fastq.gz,6134835c9d539eaad26dfe7a7731782c,N
GSM3603427,12.6M,5.7Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579306,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c43,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/006/SRR8579306/SRR8579306.fastq.gz,bbb33edea067b09ef7dafdc2bcb9e1f6,N
GSM3603428,10.2M,5.9Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579307,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c44,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/007/SRR8579307/SRR8579307.fastq.gz,2c389a92a43b1288f374a392b2a38d89,N
GSM3603429,22.7M,10.2Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579308,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c45,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/008/SRR8579308/SRR8579308.fastq.gz,69cf6f21bbb622ff552a1b72399752d2,N
GSM3603430,16.9M,9.2Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579309,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c46,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/009/SRR8579309/SRR8579309.fastq.gz,a47cedf9507e7d3f1162f1e62b04128e,N
GSM3603431,24.8M,12Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579310,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c47,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/000/SRR8579310/SRR8579310.fastq.gz,b9d3f8119b933d865d80730529af6881,N
GSM3603432,28.9M,13.3Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579311,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c48,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/001/SRR8579311/SRR8579311.fastq.gz,0f376b1098a44f322adedaf5f323a195,N
GSM3603433,57.2M,25.4Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579312,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c49,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/002/SRR8579312/SRR8579312.fastq.gz,818ed8283d47f5f24fd464c40973e4d3,N
GSM3603434,44.6M,19.9Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579313,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c50,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/003/SRR8579313/SRR8579313.fastq.gz,6eaddf051543e95510f1956257a46cc1,N
GSM3603435,54.8M,24.5Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579314,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c51,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/004/SRR8579314/SRR8579314.fastq.gz,6dfca919e6d66e7bc4580f02fb7957a8,N
GSM3603436,22.8M,10.2Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579315,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c52,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/005/SRR8579315/SRR8579315.fastq.gz,04628a7b7c5451a6e3b47edc1859fa3d,N
GSM3603437,29.3M,13.1Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579316,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c53,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/006/SRR8579316/SRR8579316.fastq.gz,db019a9ef88e4e08846911a7a3d683f4,N
GSM3603438,28.4M,12.7Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579317,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c54,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/007/SRR8579317/SRR8579317.fastq.gz,a00a021d69cae31c509210b4c6a0829c,N
GSM3603439,25.7M,11.5Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579318,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c55,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/008/SRR8579318/SRR8579318.fastq.gz,bba1d458a80388f3decdeac94e8e7151,N
GSM3603440,48.8M,21.5Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579319,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c56,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/009/SRR8579319/SRR8579319.fastq.gz,58ad8e52dbb63c0a9ee8e80b17a9132b,N
GSM3603441,2.3M,1.1Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579320,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c57,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/000/SRR8579320/SRR8579320.fastq.gz,c6193eb072539d8b6acf3fb954efc315,N
GSM3603442,4.1M,2Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579321,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c58,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/001/SRR8579321/SRR8579321.fastq.gz,e9efc4cf49843c7634235e72a4cf7227,N
GSM3603443,2.4M,1.2Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579322,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c59,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/002/SRR8579322/SRR8579322.fastq.gz,bfcf3b40fdfe055abe992499d489c7f0,N
GSM3603444,30.8M,13.8Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579323,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c60,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/003/SRR8579323/SRR8579323.fastq.gz,a5f99b3411f075f874840a44a8059ff4,N
GSM3603445,17.8M,8.1Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579324,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c61,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/004/SRR8579324/SRR8579324.fastq.gz,70d56eea6242a396f06b207637ad5456,N
GSM3603446,26M,11.8Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579325,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c62,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/005/SRR8579325/SRR8579325.fastq.gz,36190978ceaab78c6a2eae8ad3f85d53,N
GSM3603447,11.7M,5.3Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579326,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c63,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/006/SRR8579326/SRR8579326.fastq.gz,dd30dd55e6c9d2689c0e75d3145fee03,N
GSM3603448,46.9M,21.4Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579327,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c64,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/007/SRR8579327/SRR8579327.fastq.gz,8bc8cdff1de546b662c9284c67607e65,N
GSM3603449,11.3M,5.1Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579328,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c65,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/008/SRR8579328/SRR8579328.fastq.gz,2db0b9deeb02a9e4cf02512f7df9a0dd,N
GSM3603450,37.9M,16.9Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579329,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c66,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/009/SRR8579329/SRR8579329.fastq.gz,caac887d841e42cd0a4eb4d5fbfd5fa5,N
GSM3603451,22.8M,10.2Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579330,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c67,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/000/SRR8579330/SRR8579330.fastq.gz,b0a86702a12a3e841b4138fb9f220f1b,N
GSM3603452,14.1M,6.8Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579331,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c68,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/001/SRR8579331/SRR8579331.fastq.gz,a9bfc70ae26d27106286e13e7b473be1,N
GSM3603453,11.5M,5.3Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579332,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c69,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/002/SRR8579332/SRR8579332.fastq.gz,9f1504b6e95cf1d9b5304ba6aa391614,N
GSM3603454,27.4M,12.3Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579333,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c70,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/003/SRR8579333/SRR8579333.fastq.gz,c3702823090f85c89fe1cacf56e66054,N
GSM3603455,12.1M,6.3Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579334,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c71,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/004/SRR8579334/SRR8579334.fastq.gz,25d923c0e6c70a409f0e2577b8f6f5c3,N
GSM3603456,15.8M,7.2Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579335,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c72,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/005/SRR8579335/SRR8579335.fastq.gz,96fe12cb8a589981d9f7d57c62363d49,N
GSM3603457,41.3M,18.8Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579336,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c73,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/006/SRR8579336/SRR8579336.fastq.gz,b664459f5e5a9dc6f05f1ae2233ba47f,N
GSM3603458,40.2M,18Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579337,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c74,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/007/SRR8579337/SRR8579337.fastq.gz,d3ef7ca9dbf39cc5451ab3ca28544362,N
GSM3603459,66.1M,29.4Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579338,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c75,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/008/SRR8579338/SRR8579338.fastq.gz,349bef2aae3d9a44a35abe09a691e272,N
GSM3603460,20.3M,13Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579339,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c76,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/009/SRR8579339/SRR8579339.fastq.gz,50977ef927924947f6121d1abdc502fe,N
GSM3603461,21.8M,10.9Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579340,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c77,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/000/SRR8579340/SRR8579340.fastq.gz,ea059792a1569e78ec689202b00a52c8,N
GSM3603462,20.7M,12.2Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579341,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c78,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/001/SRR8579341/SRR8579341.fastq.gz,462ebda46c77bae85001b15a1f942073,N
GSM3603463,25.5M,11.5Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579342,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c79,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/002/SRR8579342/SRR8579342.fastq.gz,0263275de76f8d43f5bb564177cad423,N
GSM3603464,25.7M,12.8Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579343,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c80,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/003/SRR8579343/SRR8579343.fastq.gz,960dc42cfb7795c9ad66adaa6fdb861b,N
GSM3603465,22.7M,10.3Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579344,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c81,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/004/SRR8579344/SRR8579344.fastq.gz,2faa32b6f6ea45400cd9812ab62629a3,N
GSM3603466,17.3M,7.9Mb,Illumina HiSeq 2000,SINGLE,RNA-Seq,Homo sapiens,Weill Cornell Medicine,SRR8579345,CLL patient 3 time-point 2 Dual Protocol scRNAseq;cell type: primary human chronic lymphocytic leukemia (CLL) cells;patient donor: patient 3;time point: time-point 2,CLL03_T1_Dual_RNA_c82,Blood_CLL,Blood,2019-05-02,2019-02-13,31015400,"Gaiti F,Chaligne R,Gu H,Wu CJ,Meissner A,Landau DA",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR857/005/SRR8579345/SRR8579345.fastq.gz,1835623e7eb3e28873bc2705e8119d3a,N
